model,param,module,include,initial,lower_limit,upper_limit,provided_initial
imd,local beta_tt_taxi_second = -5.79,preday,TRUE,0,0,0,-5.79
imd,local beta_tt_SMS_first = -5.63,preday,TRUE,0,0,0,-5.63
imd,local beta_tt_SMS_second = -5.79,preday,TRUE,0,0,0,-5.79
imd,local beta_tt_SMS_Pool_first = -5.63,preday,TRUE,0,0,0,-5.63
imd,local beta_tt_SMS_Pool_second = -5.79,preday,TRUE,0,0,0,-5.79
imd,local beta_work = 0.567,preday,TRUE,0,0,0,0.567
imd,local beta_shop = 0.979,preday,TRUE,0,0,0,0.979
imd,local beta_central_bus_mrt = 0.172,preday,TRUE,0,0,0,0.172
imd,local beta_central_Rail_SMS = 0.172,preday,TRUE,0,0,0,0.172
imd,local beta_central_Rail_SMS_Pool = 0.172,preday,TRUE,0,0,0,0.172
imd,local beta_central_private_bus = 0.175,preday,TRUE,0,0,0,0.175
imd,local beta_central_drive1 = 0,preday,TRUE,0,0,0,0
imd,local beta_central_share2 = -0.0332,preday,TRUE,0,0,0,-0.0332
imd,local beta_central_share3 = 0.221,preday,TRUE,0,0,0,0.221
imd,local beta_central_motor = 0.180,preday,TRUE,0,0,0,0.18
imd,local beta_central_walk = 0,preday,TRUE,0,0,0,0
imd,local beta_central_taxi = 1.07,preday,TRUE,0,0,0,1.07
imd,local beta_central_SMS = 1.07,preday,TRUE,0,0,0,1.07
imd,local beta_central_SMS_Pool = 1.07,preday,TRUE,0,0,0,1.07
imd,local beta_distance_bus_mrt = 0.0112,preday,TRUE,0,0,0,0.0112
imd,local beta_distance_Rail_SMS = 0.0112,preday,TRUE,0,0,0,0.0112
imd,local beta_distance_Rail_SMS_Pool = 0.0112,preday,TRUE,0,0,0,0.0112
imd,local beta_distance_private_bus = 0.0189,preday,TRUE,0,0,0,0.0189
imd,local beta_distance_drive1 = -0.0229,preday,TRUE,0,0,0,-0.0229
imd,local beta_distance_share2 = -0.0229,preday,TRUE,0,0,0,-0.0229
imd,local beta_distance_share3 = -0.0173,preday,TRUE,0,0,0,-0.0173
imd,local beta_distance_motor = 0.00259,preday,TRUE,0,0,0,0.00259
imd,local beta_distance_walk = 0,preday,TRUE,0,0,0,0
imd,local beta_distance_taxi = 0.000622,preday,TRUE,0,0,0,6.22E-04
imd,local beta_distance_SMS = 0.000622,preday,TRUE,0,0,0,6.22E-04
imd,local beta_distance_SMS_Pool = 0.000622,preday,TRUE,0,0,0,6.22E-04
imd,local beta_cons_bus = 4.479,preday,TRUE,0,0,0,4.479
imd,local beta_cons_mrt = 4.383,preday,TRUE,0,0,0,4.383
imd,local beta_cons_Rail_SMS = -9.235,preday,TRUE,0,0,0,-9.235
imd,local beta_cons_Rail_SMS_Pool = -14.168,preday,TRUE,0,0,0,-14.168
imd,local beta_cons_private_bus = 3.072,preday,TRUE,0,0,0,3.072
imd,local beta_cons_drive1 = 4,preday,TRUE,0,0,0,4
imd,local beta_cons_share2 = 5,preday,TRUE,0,0,0,5
imd,local beta_cons_share3 = 5,preday,TRUE,0,0,0,5
imd,local beta_cons_motor = 1.698,preday,TRUE,0,0,0,1.698
imd,local beta_cons_walk = -99.128,preday,TRUE,0,0,0,-99.128
imd,local beta_cons_taxi = -4.128,preday,TRUE,0,0,0,-4.128
imd,local beta_cons_SMS = -4.628,preday,TRUE,0,0,0,-4.628
imd,local beta_cons_SMS_Pool = -7.235,preday,TRUE,0,0,0,-7.235
imd,local beta_zero_drive1 = 0,preday,TRUE,0,0,0,0
imd,local beta_oneplus_drive1 = 3.83,preday,TRUE,0,0,0,3.83
imd,local beta_twoplus_drive1 = 0.0514,preday,TRUE,0,0,0,0.0514
imd,local beta_threeplus_drive1 = 0,preday,TRUE,0,0,0,0
imd,local beta_zero_share2 = 0,preday,TRUE,0,0,0,0
imd,local beta_oneplus_share2 = 2.17,preday,TRUE,0,0,0,2.17
imd,local beta_twoplus_share2 = 0,preday,TRUE,0,0,0,0
imd,local beta_threeplus_share2 = 0,preday,TRUE,0,0,0,0
imd,local beta_zero_share3 = 0,preday,TRUE,0,0,0,0
imd,local beta_oneplus_share3 = 2.26,preday,TRUE,0,0,0,2.26
imd,local beta_twoplus_share3 = 0,preday,TRUE,0,0,0,0
imd,local beta_threeplus_share3 = 0,preday,TRUE,0,0,0,0
imd,local beta_zero_motor = 0,preday,TRUE,0,0,0,0
imd,local beta_oneplus_motor = 4.82,preday,TRUE,0,0,0,4.82
imd,local beta_twoplus_motor = 0,preday,TRUE,0,0,0,0
imd,local beta_threeplus_motor = 0,preday,TRUE,0,0,0,0
imd,local beta_female_bus = 0.568,preday,TRUE,0,0,0,0.568
imd,local beta_female_mrt = 0.622,preday,TRUE,0,0,0,0.622
imd,local beta_female_Rail_SMS = 0.622,preday,TRUE,0,0,0,0.622
imd,local beta_female_Rail_SMS_Pool = 0.622,preday,TRUE,0,0,0,0.622
imd,local beta_female_private_bus = 1.45,preday,TRUE,0,0,0,1.45
imd,local beta_female_drive1 = 0,preday,TRUE,0,0,0,0
imd,local beta_female_share2 = 0.393,preday,TRUE,0,0,0,0.393
imd,local beta_female_share3 = 0.162,preday,TRUE,0,0,0,0.162
imd,local beta_female_motor = 0.283,preday,TRUE,0,0,0,0.283
imd,local beta_female_taxi = 1.40,preday,TRUE,0,0,0,1.4
imd,local beta_female_SMS = 1.40,preday,TRUE,0,0,0,1.4
imd,local beta_female_SMS_Pool = 1.40,preday,TRUE,0,0,0,1.4
imd,local beta_female_walk = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_bus_mrt_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_private_bus_1 = -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_cost_drive1_1 = -10,preday,TRUE,-10,-15,0,-10
tmdo,local beta_cost_share2_1 = -11,preday,TRUE,-11,-15,0,-11
tmdo,local beta_cost_share3_1 = -11,preday,TRUE,-11,-15,0,-11
tmdo,local beta_cost_motor_1 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_cost_taxi_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_SMS_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_Rail_SMS_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_SMS_Pool_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_Rail_SMS_Pool_1 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_bus_mrt_2 = 3,preday,TRUE,0,0,0,3
tmdo,local beta_cost_private_bus_2 = -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_cost_drive1_2 = -7,preday,TRUE,-7,-15,0,-7
tmdo,local beta_cost_share2_2 = -8,preday,TRUE,0,-15,0,-8
tmdo,local beta_cost_share3_2 = -8,preday,TRUE,0,-15,0,-8
tmdo,local beta_cost_motor_2 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_cost_taxi_2 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_SMS_2 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_Rail_SMS_2 = -0.346,preday,TRUE,-0.346,-0.346,-0.346,-0.346
tmdo,local beta_cost_SMS_Pool_2 = 0,preday,TRUE,0,0,0,0
tmdo,local beta_cost_Rail_SMS_Pool_2 = -0.346,preday,TRUE,-0.346,-0.346,-0.346,-0.346
tmdo,local beta_tt_bus_mrt = -0.1,preday,TRUE,-0.1,-15,0,-0.1
tmdo,local beta_tt_private_bus =  -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_tt_drive1 =  -8,preday,TRUE,-8,-15,0,-8
tmdo,local beta_tt_share2 = -10,preday,TRUE,-10,-15,0,-10
tmdo,local beta_tt_share3 = -11,preday,TRUE,-11,-15,0,-11
tmdo,local beta_tt_motor = -0.199,preday,TRUE,-0.199,-2.199,1.801,-0.199
tmdo,local beta_tt_walk = -4,preday,TRUE,-4,-5,0,-4
tmdo,local beta_tt_taxi = -1.61,preday,TRUE,-1.61,-1.61,-1.61,-1.61
tmdo,local beta_tt_SMS = -1.61,preday,TRUE,-1.61,-1.61,-1.61,-1.61
tmdo,local beta_tt_Rail_SMS = -2.44,preday,TRUE,-2.44,-2.44,-2.44,-2.44
tmdo,local beta_tt_SMS_Pool = -1.61,preday,TRUE,-1.61,-1.61,-1.61,-1.61
tmdo,local beta_tt_Rail_SMS_Pool = -2.44,preday,TRUE,-2.44,-2.44,-2.44,-2.44
tmdo,local beta_log = 0.234,preday,TRUE,0.234,-1.766,2.234,0.234
tmdo,local beta_area = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_population = -6.78,preday,TRUE,-6.78,-2,2,-6.78
tmdo,local beta_central_bus_mrt = 3,preday,TRUE,3,0,10,3
tmdo,local beta_central_private_bus = -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_central_drive1 = 0,preday,TRUE,0,-15,0,0
tmdo,local beta_central_share2 = -0.5,preday,TRUE,-0.5,-15,0,-0.5
tmdo,local beta_central_share3 = -0.8,preday,TRUE,-0.8,-15,0,-0.8
tmdo,local beta_central_motor = 0.273,preday,TRUE,0.273,-1.727,2.273,0.273
tmdo,local beta_central_walk = -0.5,preday,TRUE,-0.5,-10,10,-0.5
tmdo,local beta_central_taxi = 1.41,preday,TRUE,1.41,1.41,1.41,1.41
tmdo,local beta_central_SMS = 1.41,preday,TRUE,1.41,1.41,1.41,1.41
tmdo,local beta_central_Rail_SMS = 0.765,preday,TRUE,0.765,0.765,0.765,0.765
tmdo,local beta_central_SMS_Pool = 1.41,preday,TRUE,1.41,1.41,1.41,1.41
tmdo,local beta_central_Rail_SMS_Pool = 0.765,preday,TRUE,0.765,0.765,0.765,0.765
tmdo,local beta_distance_bus_mrt = 0,preday,TRUE,0,-15,2,0
tmdo,local beta_distance_private_bus = -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_distance_drive1 = -3,preday,TRUE,-3,-15,0,-3
tmdo,local beta_distance_share2 = -3.5,preday,TRUE,-3.5,-15,0,-3.5
tmdo,local beta_distance_share3 = -3.5,preday,TRUE,-3.5,-15,0,-3.5
tmdo,local beta_distance_motor = 0.0521,preday,TRUE,0.0521,-1.9479,2.0521,0.0521
tmdo,local beta_distance_walk = -3,preday,TRUE,-3,-8,8,-3
tmdo,local beta_distance_taxi = -0.0260,preday,TRUE,-0.026,-0.026,-0.026,-0.026
tmdo,local beta_distance_SMS = -0.0260,preday,TRUE,-0.026,-0.026,-0.026,-0.026
tmdo,local beta_distance_Rail_SMS = 0.0504,preday,TRUE,0.0504,0.0504,0.0504,0.0504
tmdo,local beta_distance_SMS_Pool = -0.0260,preday,TRUE,-0.026,-0.026,-0.026,-0.026
tmdo,local beta_distance_Rail_SMS_Pool = 0.0504,preday,TRUE,0.0504,0.0504,0.0504,0.0504
tmdo,local beta_cons_bus = 10,preday,TRUE,10,-5,15,10
tmdo,local beta_cons_mrt = 4.8,preday,TRUE,4.8,2.8,6.8,4.8
tmdo,local beta_cons_private_bus = -999,preday,TRUE,-999,-999,-999,-999
tmdo,local beta_cons_drive1 = -3,preday,TRUE,-3,-5,-1,-3
tmdo,local beta_cons_share2 = -4,preday,TRUE,-4,-6,-2,-4
tmdo,local beta_cons_share3 = -2,preday,TRUE,-2,-4,0,-2
tmdo,local beta_cons_motor = 8.120,preday,TRUE,8.12,6.12,10.12,8.12
tmdo,local beta_cons_walk = -1,preday,TRUE,-1,-8,8,-1
tmdo,local beta_cons_taxi = 1.925,preday,TRUE,1.925,1.925,1.925,1.925
tmdo,local beta_cons_SMS = 1,preday,TRUE,1,1,1,1
tmdo,local beta_cons_Rail_SMS = 3,preday,TRUE,3,3,3,3
tmdo,local beta_cons_SMS_Pool = 0.4,preday,TRUE,0.4,0.4,0.4,0.4
tmdo,local beta_cons_Rail_SMS_Pool = 0.3,preday,TRUE,0.3,0.3,0.3,0.3
tmdo,local beta_zero_bus = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_bus = -0.1,preday,TRUE,-0.1,-2.1,1.9,-0.1
tmdo,local beta_twoplus_bus = -0.2,preday,TRUE,-0.2,-2.2,1.8,-0.2
tmdo,local beta_threeplus_bus = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_mrt= 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_mrt = -1.01,preday,TRUE,-1.01,-3.01,0.99,-1.01
tmdo,local beta_twoplus_mrt = -0.984,preday,TRUE,-0.984,-2.984,1.016,-0.984
tmdo,local beta_threeplus_mrt = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_privatebus = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_privatebus =-2.02,preday,TRUE,-2.02,-2.02,-2.02,-2.02
tmdo,local beta_twoplus_privatebus = 0,preday,TRUE,0,0,0,0
tmdo,local beta_threeplus_privatebus = 0,preday,TRUE,0,0,0,0
tmdo,local beta_zero_drive1 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_twoplus_drive1 = 0.590,preday,TRUE,0.59,-1.41,2.59,0.59
tmdo,local beta_threeplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_share2 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_share2 = 1.99,preday,TRUE,1.99,-0.01,3.99,1.99
tmdo,local beta_twoplus_share2 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_threeplus_share2 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_share3 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_share3 = 1.32,preday,TRUE,1.32,-0.68,3.32,1.32
tmdo,local beta_twoplus_share3 = -0.421,preday,TRUE,-0.421,-2.421,1.579,-0.421
tmdo,local beta_threeplus_share3 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_car_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_car_motor = -1.40,preday,TRUE,-1.4,-3.4,0.6,-1.4
tmdo,local beta_twoplus_car_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_threeplus_car_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_walk = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_walk = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_twoplus_walk = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_threeplus_walk = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_zero_taxi = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_taxi = -1.47,preday,TRUE,-1.47,-1.47,-1.47,-1.47
tmdo,local beta_twoplus_taxi = 0,preday,TRUE,0,0,0,0
tmdo,local beta_threeplus_taxi = 0,preday,TRUE,0,0,0,0
tmdo,local beta_zero_SMS = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_SMS = -1.47,preday,TRUE,-1.47,-1.47,-1.47,-1.47
tmdo,local beta_twoplus_SMS = 0,preday,TRUE,0,0,0,0
tmdo,local beta_zero_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_Rail_SMS = -1.01,preday,TRUE,-1.01,-1.01,-1.01,-1.01
tmdo,local beta_twoplus_Rail_SMS = -0.984,preday,TRUE,-0.984,-0.984,-0.984,-0.984
tmdo,local beta_zero_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_SMS_Pool = -1.47,preday,TRUE,-1.47,-1.47,-1.47,-1.47
tmdo,local beta_twoplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdo,local beta_zero_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdo,local beta_oneplus_Rail_SMS_Pool = -1.01,preday,TRUE,-1.01,-1.01,-1.01,-1.01
tmdo,local beta_twoplus_Rail_SMS_Pool = -0.984,preday,TRUE,-0.984,-0.984,-0.984,-0.984
tmdo,local beta_zero_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_oneplus_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_twoplus_motor = 2.88,preday,TRUE,2.88,0.88,4.88,2.88
tmdo,local beta_threeplus_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_female_bus = 0.919,preday,TRUE,0.919,-1.081,2.919,0.919
tmdo,local beta_female_mrt = 0.996,preday,TRUE,0.996,-1.004,2.996,0.996
tmdo,local beta_female_private_bus = 1.38,preday,TRUE,1.38,1.38,1.38,1.38
tmdo,local beta_female_drive1 = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_female_share2 = 0.536,preday,TRUE,0.536,-1.464,2.536,0.536
tmdo,local beta_female_share3 = 0.870,preday,TRUE,0.87,-1.13,2.87,0.87
tmdo,local beta_female_motor = 0,preday,TRUE,0,-2,2,0
tmdo,local beta_female_taxi = 1.24,preday,TRUE,1.24,1.24,1.24,1.24
tmdo,local beta_female_SMS = 1.24,preday,TRUE,1.24,1.24,1.24,1.24
tmdo,local beta_female_Rail_SMS = 0.996,preday,TRUE,0.996,0.996,0.996,0.996
tmdo,local beta_female_walk = 2.29,preday,TRUE,2.29,0.29,4.29,2.29
tmdo,local beta_female_SMS_Pool = 1.24,preday,TRUE,1.24,1.24,1.24,1.24
tmdo,local beta_female_Rail_SMS_Pool = 0.996,preday,TRUE,0.996,0.996,0.996,0.996
tmds,local beta_cost_bus_mrt_1= 1,preday,TRUE,0,0,0,1
tmds,local beta_cost_private_bus_1 = -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_cost_drive1_1 = -3,preday,TRUE,-3,-15,0,-3
tmds,local beta_cost_share2_1= -3,preday,TRUE,-3,-15,0,-3
tmds,local beta_cost_share3_1= -3,preday,TRUE,-3,-15,0,-3
tmds,local beta_cost_motor_1 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_cost_taxi_1 = 0,preday,TRUE,0,0,0,0
tmds,local beta_cost_SMS_1 = 0,preday,TRUE,0,0,0,0
tmds,local beta_cost_Rail_SMS_1 = 0,preday,TRUE,0,0,0,0
tmds,local beta_cost_SMS_Pool_1 = 0,preday,TRUE,0,0,0,0
tmds,local beta_cost_Rail_SMS_Pool_1 = 0,preday,TRUE,0,0,0,0
tmds,local beta_cost_bus_mrt_2 = -0.1,preday,TRUE,0,0,0,-0.1
tmds,local beta_cost_private_bus_2 = -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_cost_drive1_2 = -3,preday,TRUE,-3,-15,0,-3
tmds,local beta_cost_share2_2 = -4,preday,TRUE,-4,-15,0,-4
tmds,local beta_cost_share3_2 = -4,preday,TRUE,-4,-15,0,-4
tmds,local beta_cost_motor_2 = -0.150,preday,TRUE,-0.15,-2.15,1.85,-0.15
tmds,local beta_cost_taxi_2 = -0.113,preday,TRUE,-0.113,-0.113,-0.113,-0.113
tmds,local beta_cost_SMS_2 = -0.113,preday,TRUE,-0.113,-0.113,-0.113,-0.113
tmds,local beta_cost_Rail_SMS_2 = -0.294,preday,TRUE,-0.294,-0.294,-0.294,-0.294
tmds,local beta_cost_SMS_Pool_2 = -0.113,preday,TRUE,-0.113,-0.113,-0.113,-0.113
tmds,local beta_cost_Rail_SMS_Pool_2 = -0.294,preday,TRUE,-0.294,-0.294,-0.294,-0.294
tmds,local beta_tt_bus_mrt = -0.1,preday,TRUE,-0.1,-15,0,-0.1
tmds,local beta_tt_private_bus = -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_tt_drive1 = -7,preday,TRUE,-7,-15,0,-7
tmds,local beta_tt_share2 = -9,preday,TRUE,-9,-15,0,-9
tmds,local beta_tt_share3= -9,preday,TRUE,-9,-15,0,-9
tmds,local beta_tt_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_tt_walk = -7,preday,TRUE,-7,-3,3,-7
tmds,local beta_tt_taxi = -3.33,preday,TRUE,-3.33,-3.33,-3.33,-3.33
tmds,local beta_tt_SMS = -3.33,preday,TRUE,-3.33,-3.33,-3.33,-3.33
tmds,local beta_tt_Rail_SMS = -2.78,preday,TRUE,-2.78,-2.78,-2.78,-2.78
tmds,local beta_tt_SMS_Pool = -3.33,preday,TRUE,-3.33,-3.33,-3.33,-3.33
tmds,local beta_tt_Rail_SMS_Pool = -2.78,preday,TRUE,-2.78,-2.78,-2.78,-2.78
tmds,local beta_log = 1.14,preday,TRUE,1.14,-0.86,3.14,1.14
tmds,local beta_area = 3.41,preday,TRUE,3.41,1.41,5.41,3.41
tmds,local beta_population = -7.24,preday,TRUE,-7.24,-9.24,-5.24,-7.24
tmds,local beta_central_bus_mrt = 1,preday,TRUE,1,-1,3,1
tmds,local beta_central_private_bus= -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_central_drive1 = -0.178,preday,TRUE,-0.178,-10,0,-0.178
tmds,local beta_central_share2 = -0.478,preday,TRUE,-0.478,-10,0,-0.478
tmds,local beta_central_share3 = -0.478,preday,TRUE,-0.478,-10,0,-0.478
tmds,local beta_central_motor = 0.0738,preday,TRUE,0.0738,-1.9262,2.0738,0.0738
tmds,local beta_central_walk = -0.5,preday,TRUE,-0.5,-10,10,-0.5
tmds,local beta_central_taxi = 1.92,preday,TRUE,1.92,1.92,1.92,1.92
tmds,local beta_central_SMS = 1.92,preday,TRUE,1.92,1.92,1.92,1.92
tmds,local beta_central_Rail_SMS = -0.178,preday,TRUE,-0.178,-0.178,-0.178,-0.178
tmds,local beta_central_SMS_Pool = 1.92,preday,TRUE,1.92,1.92,1.92,1.92
tmds,local beta_central_Rail_SMS_Pool = -0.178,preday,TRUE,-0.178,-0.178,-0.178,-0.178
tmds,local beta_distance_bus_mrt = 0.5,preday,TRUE,0.5,-15,2,0.5
tmds,local beta_distance_private_bus = -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_distance_drive1 = -2,preday,TRUE,-2,-15,2,-2
tmds,local beta_distance_share2 = -2,preday,TRUE,-2,-15,2,-2
tmds,local beta_distance_share3 = -2,preday,TRUE,-2,-15,2,-2
tmds,local beta_distance_motor = -0.0635,preday,TRUE,-0.0635,-2.0635,1.9365,-0.0635
tmds,local beta_distance_walk = -2,preday,TRUE,-2,-8,8,-2
tmds,local beta_distance_taxi = 0,preday,TRUE,0,0,0,0
tmds,local beta_distance_SMS =0,preday,TRUE,0,0,0,0
tmds,local beta_distance_Rail_SMS = 0.00911,preday,TRUE,0.00911,0.00911,0.00911,0.00911
tmds,local beta_distance_SMS_Pool =0,preday,TRUE,0,0,0,0
tmds,local beta_distance_Rail_SMS_Pool = 0.00911,preday,TRUE,0.00911,0.00911,0.00911,0.00911
tmds,local beta_cons_bus = -0.1,preday,TRUE,-0.1,-8,8,-0.1
tmds,local beta_cons_mrt = -3,preday,TRUE,-3,-5,-1,-3
tmds,local beta_cons_private_bus =  -999,preday,TRUE,-999,-999,-999,-999
tmds,local beta_cons_drive1 = -3,preday,TRUE,-3,-5,-1,-3
tmds,local beta_cons_share2 = -6.193,preday,TRUE,-6.193,-8.193,-4.193,-6.193
tmds,local beta_cons_share3 = -6.578,preday,TRUE,-6.578,-8.578,-4.578,-6.578
tmds,local beta_cons_motor = 1.240,preday,TRUE,1.24,-0.76,3.24,1.24
tmds,local beta_cons_walk = -6,preday,TRUE,-6,-8,8,-6
tmds,local beta_cons_taxi = -15.158,preday,TRUE,-15.158,-15.158,-15.158,-15.158
tmds,local beta_cons_SMS = -10,preday,TRUE,-10,-10,-10,-10
tmds,local beta_cons_Rail_SMS = -17.272,preday,TRUE,-17.272,-17.272,-17.272,-17.272
tmds,local beta_cons_SMS_Pool = -17,preday,TRUE,-17,-17,-17,-17
tmds,local beta_cons_Rail_SMS_Pool = -17,preday,TRUE,-17,-17,-17,-17
tmds,local beta_zero_bus = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_bus = 0,preday,TRUE,0,-2,2,0
tmds,local beta_twoplus_bus = -0.2,preday,TRUE,-0.2,-2.2,1.8,-0.2
tmds,local beta_threeplus_bus = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_mrt= 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_mrt = 0.648,preday,TRUE,0.648,-1.352,2.648,0.648
tmds,local beta_twoplus_mrt = -2.55,preday,TRUE,-2.55,-4.55,-0.55,-2.55
tmds,local beta_threeplus_mrt = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_privatebus = 1,preday,TRUE,1,1,1,1
tmds,local beta_oneplus_privatebus = 0.0862,preday,TRUE,0.0862,0.0862,0.0862,0.0862
tmds,local beta_twoplus_privatebus = 0,preday,TRUE,0,0,0,0
tmds,local beta_threeplus_privatebus = 0,preday,TRUE,0,0,0,0
tmds,local beta_zero_drive1 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_twoplus_drive1 = 0.476,preday,TRUE,0.476,-1.524,2.476,0.476
tmds,local beta_threeplus_drive1 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_share2 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_share2 = 3.65,preday,TRUE,3.65,1.65,5.65,3.65
tmds,local beta_twoplus_share2 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_threeplus_share2 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_share3 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_share3 = 2.82,preday,TRUE,2.82,0.82,4.82,2.82
tmds,local beta_twoplus_share3 = -0.735,preday,TRUE,-0.735,-2.735,1.265,-0.735
tmds,local beta_threeplus_share3 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_car_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_car_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_twoplus_car_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_threeplus_car_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_walk = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_walk = 0,preday,TRUE,0,-2,2,0
tmds,local beta_twoplus_walk = 0,preday,TRUE,0,-2,2,0
tmds,local beta_threeplus_walk = 0,preday,TRUE,0,-2,2,0
tmds,local beta_zero_taxi = 0,preday,TRUE,0,0,0,0
tmds,local beta_oneplus_taxi = -0.0655,preday,TRUE,-0.0655,-0.0655,-0.0655,-0.0655
tmds,local beta_twoplus_taxi = 0,preday,TRUE,0,0,0,0
tmds,local beta_threeplus_taxi = 0,preday,TRUE,0,0,0,0
tmds,local beta_zero_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_oneplus_motor = 0,preday,TRUE,0,-2,2,0
tmds,local beta_twoplus_motor= 4.89,preday,TRUE,4.89,2.89,6.89,4.89
tmds,local beta_threeplus_motor= 0 ,preday,TRUE,0,-2,2,0
tmds,local beta_zero_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_oneplus_SMS = -0.0655,preday,TRUE,-0.0655,-0.0655,-0.0655,-0.0655
tmds,local beta_twoplus_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_threeplus_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_zero_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_oneplus_Rail_SMS = 0.648,preday,TRUE,0.648,0.648,0.648,0.648
tmds,local beta_twoplus_Rail_SMS = -2.55,preday,TRUE,-2.55,-2.55,-2.55,-2.55
tmds,local beta_threeplus_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_zero_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmds,local beta_oneplus_SMS_Pool = -0.0655,preday,TRUE,-0.0655,-0.0655,-0.0655,-0.0655
tmds,local beta_twoplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
